Entity,Code,Date,Total confirmed cases of COVID-19 (cases),Days since the total confirmed cases of COVID-19 reached 100
China,CHN,"Jan 20, 2020",235,1
China,CHN,"Jan 21, 2020",386,2
China,CHN,"Jan 22, 2020",526,3
China,CHN,"Jan 23, 2020",623,4
China,CHN,"Jan 24, 2020",882,5
China,CHN,"Jan 25, 2020",1323,6
China,CHN,"Jan 26, 2020",1988,7
China,CHN,"Jan 27, 2020",2775,8
China,CHN,"Jan 28, 2020",4528,9
China,CHN,"Jan 29, 2020",5994,10
China,CHN,"Jan 30, 2020",7734,11
China,CHN,"Jan 31, 2020",9714,12
China,CHN,"Feb 1, 2020",11809,13
China,CHN,"Feb 2, 2020",14399,14
China,CHN,"Feb 3, 2020",17211,15
China,CHN,"Feb 4, 2020",20448,16
China,CHN,"Feb 5, 2020",24320,17
China,CHN,"Feb 6, 2020",28047,18
China,CHN,"Feb 7, 2020",31207,19
China,CHN,"Feb 8, 2020",34625,20
China,CHN,"Feb 9, 2020",37232,21
China,CHN,"Feb 10, 2020",40206,22
China,CHN,"Feb 11, 2020",42696,23
China,CHN,"Feb 12, 2020",44724,24
China,CHN,"Feb 13, 2020",59865,25
China,CHN,"Feb 14, 2020",64021,26
China,CHN,"Feb 15, 2020",66559,27
China,CHN,"Feb 16, 2020",68566,28
China,CHN,"Feb 17, 2020",70618,29
China,CHN,"Feb 18, 2020",72508,30
China,CHN,"Feb 19, 2020",74258,31
China,CHN,"Feb 20, 2020",74652,32
China,CHN,"Feb 21, 2020",75543,33
China,CHN,"Feb 22, 2020",76369,34
China,CHN,"Feb 23, 2020",77016,35
China,CHN,"Feb 24, 2020",77234,36
China,CHN,"Feb 25, 2020",77749,37
China,CHN,"Feb 26, 2020",78159,38
China,CHN,"Feb 27, 2020",78598,39
China,CHN,"Feb 28, 2020",78927,40
China,CHN,"Feb 29, 2020",79355,41
China,CHN,"Mar 1, 2020",79929,42
China,CHN,"Mar 2, 2020",80134,43
China,CHN,"Mar 3, 2020",80261,44
China,CHN,"Mar 4, 2020",80380,45
China,CHN,"Mar 5, 2020",80497,46
China,CHN,"Mar 6, 2020",80667,47
China,CHN,"Mar 7, 2020",80768,48
China,CHN,"Mar 8, 2020",80814,49
China,CHN,"Mar 9, 2020",80859,50
China,CHN,"Mar 10, 2020",80879,51
China,CHN,"Mar 11, 2020",80908,52
China,CHN,"Mar 12, 2020",80932,53
China,CHN,"Mar 13, 2020",80954,54
China,CHN,"Mar 14, 2020",80973,55
China,CHN,"Mar 15, 2020",80995,56
China,CHN,"Mar 16, 2020",81020,57
China,CHN,"Mar 17, 2020",81130,58
China,CHN,"Mar 18, 2020",81163,59
China,CHN,"Mar 19, 2020",81238,60
China,CHN,"Mar 20, 2020",81337,61
China,CHN,"Mar 21, 2020",81416,62
China,CHN,"Mar 22, 2020",81499,63
China,CHN,"Mar 23, 2020",81649,64
China,CHN,"Mar 24, 2020",81748,65
China,CHN,"Mar 25, 2020",81847,66
China,CHN,"Mar 26, 2020",81968,67
China,CHN,"Mar 27, 2020",82079,68
Colombia,COL,"Mar 7, 2020",1,
Colombia,COL,"Mar 10, 2020",3,
Colombia,COL,"Mar 12, 2020",9,
Colombia,COL,"Mar 14, 2020",16,
Colombia,COL,"Mar 15, 2020",34,
Colombia,COL,"Mar 16, 2020",45,
Colombia,COL,"Mar 17, 2020",57,
Colombia,COL,"Mar 18, 2020",65,
Colombia,COL,"Mar 19, 2020",102,0
Colombia,COL,"Mar 20, 2020",128,1
Colombia,COL,"Mar 21, 2020",158,2
Colombia,COL,"Mar 22, 2020",210,3
Colombia,COL,"Mar 23, 2020",235,4
Colombia,COL,"Mar 24, 2020",306,5
Colombia,COL,"Mar 25, 2020",378,6
Colombia,COL,"Mar 26, 2020",470,7
Colombia,COL,"Mar 27, 2020",491,8
Congo,COG,"Mar 16, 2020",1,
Congo,COG,"Mar 17, 2020",1,
Congo,COG,"Mar 18, 2020",1,
Congo,COG,"Mar 19, 2020",3,
Congo,COG,"Mar 20, 2020",3,
Congo,COG,"Mar 21, 2020",3,
Congo,COG,"Mar 22, 2020",4,
Congo,COG,"Mar 23, 2020",4,
Congo,COG,"Mar 24, 2020",4,
Congo,COG,"Mar 25, 2020",4,
Congo,COG,"Mar 26, 2020",4,
Congo,COG,"Mar 27, 2020",4,
Costa Rica,CRI,"Mar 7, 2020",1,
Costa Rica,CRI,"Mar 9, 2020",5,
Costa Rica,CRI,"Mar 10, 2020",9,
Costa Rica,CRI,"Mar 11, 2020",13,
Costa Rica,CRI,"Mar 12, 2020",22,
Costa Rica,CRI,"Mar 13, 2020",23,
